utterance_id,conversation_id,agent,message
4,657,human,Tell me about yourself
5,657,bot,I don't understand you.
6,657,human,What can you do?
7,657,bot,I don't know what to answer.
8,657,human,Are you a human?
9,657,bot,I don't have this information.
0,658,human,Hey
1,658,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,658,human,Good
3,658,bot,😊 i'm glad for you! What are we gonna talk about?
4,658,human,What's new?
5,658,bot,I don't know what to answer.
6,658,human,What do you know?
7,658,bot,I don't have this information.
8,658,human,Who are you?
9,658,bot,I'm Deepy. I'm here to help you in your everyday chores on the Sarang moonbase.
0,659,human,hello world
1,659,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,659,human,iam doing well and you?
3,659,bot,😊 Cool! What would you want to talk about?
4,659,human,ai
5,659,bot,I don't know what to answer.
6,659,human,AI
7,659,bot,I don't understand you.
0,660,human,Hello
1,660,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,660,human,"I'm ok, how are you?"
3,660,bot,😊 Sounds like a good mood! What's on your mind?
4,660,human,My eye kind of hurts. You?
5,660,bot,I don't know what to answer.
6,660,human,Is there anything on your mind?
7,660,bot,I don't understand you.
8,660,human,What is the capital of the United States?
9,660,bot,I don't have this information.
0,661,human,Hello
1,661,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,661,human,"Im good, how are you?"
3,661,bot,😊 Cool! What would you want to talk about?
4,661,human,"Anything really, you decide?"
5,661,bot,I don't understand you.
6,661,human,What do you want to talk about?
7,661,bot,I don't know what to answer.
8,661,human,Really?
9,661,bot,I don't understand you.
10,661,human,Hmm...
11,661,bot,I don't understand you.
12,661,human,How old are you?
13,661,bot,I don't have this information.
14,661,human,Where is paris
15,661,bot,I don't have this information.
16,661,human,What can i ask?
17,661,bot,I don't have this information.
0,662,human,hello
1,662,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,662,human,i fine and u?
3,662,bot,😊 Cool! What would you want to talk about?
4,662,human,i like to talk about ur owner
5,662,bot,I don't know what to answer.
6,662,human,who is your owner?
7,662,bot,I don't know what to answer.
8,662,human,what ur name
9,662,bot,I don't have this information.
0,663,human,Hi!
1,663,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,663,human,Fine
3,663,bot,😊 i'm happy for you! What do you wanna talk about?
4,663,human,About Donal Trump
5,663,bot,I don't understand you.
6,663,human,about Donald Trump
7,663,bot,I don't understand you.
8,663,human,about John Biden
9,663,bot,I don't understand you.
0,664,human,Hallo
1,664,bot,I don't know what to answer.
2,664,human,Hello
3,664,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
4,664,human,I'm fine
5,664,bot,😊 Sounds like a good mood! What are we gonna talk about?
6,664,human,about marketin analysis
7,664,bot,I don't know what to answer.
8,664,human,marketanalysis
9,664,bot,I don't understand you.
0,665,human,hello
1,665,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,665,human,i want to go back to school
3,665,bot,I don't understand you.
4,665,human,i miss my friends
5,665,bot,I don't understand you.
6,665,human,how old are you
7,665,bot,I don't have this information.
8,665,human,how are you
9,665,bot,"I'm fine, but pity that satellite repair works are low priority for the company."
0,666,human,hi
1,666,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,666,human,"im ok, how are you ?"
3,666,bot,😊 i'm happy for you! What's on your mind?
4,666,human,i was wondering how your cognitive abilities are
5,666,bot,I don't know what to answer.
6,666,human,do you know who the president is ?
7,666,bot,I don't have this information.
8,666,human,i like the color blue
9,666,bot,I don't know what to answer.
10,666,human,what is your favorite number?
11,666,bot,I don't have this information.
12,666,human,my name is dave
13,666,bot,I don't have this information.
14,666,human,how are ou ?
15,666,bot,I don't know what to answer.
16,666,human,how are you ?
17,666,bot,"I'm fine, but pity that satellite repair works are low priority for the company."
0,667,human,Привет
1,667,bot,I don't have this information.
2,667,human,How are you?
3,667,bot,"I'm fine, but pity that satellite repair works are low priority for the company."
4,667,human,What is the weather like in Moscow 
5,667,bot,I don't understand you.
6,667,human,What can you do?
7,667,bot,I don't know what to answer.
0,668,human,hi
1,668,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,668,human,good
3,668,bot,😊 Cool! What would you want to talk about?
4,668,human,can you play a music for m
5,668,bot,I don't understand you.
6,668,human,can you play some music
7,668,bot,I don't understand you.
0,669,human,hey
1,669,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,669,human,"good, you?"
3,669,bot,😊 i'm happy for you! What do you want to talk about?
4,669,human,space
5,669,bot,I don't have this information.
6,669,human,what information do you have
7,669,bot,I don't understand you.
8,669,human,why not?
9,669,bot,I don't understand you.
0,670,human,Hello
1,670,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,670,human,"I'm fine, and you?"
3,670,bot,😊 i'm happy for you! What do you wanna talk about?
4,670,human,Deep Learning
5,670,bot,I don't have this information.
6,670,human,universe?
7,670,bot,I don't have this information.
8,670,human,computers
9,670,bot,I don't know what to answer.
10,670,human,what can you do?
11,670,bot,I don't understand you.
0,671,human,hello
1,671,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,671,human,where r u?
3,671,bot,I don't have this information.
4,671,human,where are you?
5,671,bot,I'am Artificial Intelligence hosted on the backside of the Moon.
0,672,human,Привет
1,672,bot,I don't have this information.
2,672,human,hi
3,672,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
4,672,human,I need to make an appointment at the hospital urgently
5,672,bot,I don't have this information.
0,673,human,Hi
1,673,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,673,human,"Good, thank you"
3,673,bot,😊 i'm happy for you! What would you want to talk about?
4,673,human,I'd like to ask how to get a new card
5,673,bot,I don't have this information.
6,673,human,What kind of topics do you  have information about?
7,673,bot,I don't understand you.
8,673,human,What topics do you know?
9,673,bot,I don't understand you.
10,673,human,Who are you?
11,673,bot,I'm Deepy. I'm here to help you in your everyday chores on the Sarang moonbase.
12,673,human,Can I get a space ship?
13,673,bot,I don't know what to answer.
0,674,human,How are you doing?
1,674,bot,"😊 Reasonably well, thank you. Do you want to know what I can do?"
2,674,human,Sure!
3,674,bot,"😊 I'm DEEPY, lunar AI assistant with artificial intelligence in miniature and I'm all about chatting with people like you. I can answer questions, share fun facts, discuss movies, books and news. What do you wanna talk about?"
4,674,human,what do you think about pastagandism ?
5,674,bot,I don't have this information.
6,674,human,Do you believe in god ?
7,674,bot,I don't understand you.
8,674,human,Do you think God exists?
9,674,bot,I don't know what to answer.
10,674,human,Do you really know anything?
11,674,bot,I don't know what to answer.
0,675,human,hello
1,675,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,675,human,stressed 
3,675,bot,I don't understand you.
4,675,human,what is the temperature in switzerland
5,675,bot,I don't have this information.
6,675,human,what is deep learning
7,675,bot,I don't have this information.
0,676,human,Can you sing?
1,676,bot,I don't understand you.
2,676,human,Who are you?
3,676,bot,I'm Deepy. I'm here to help you in your everyday chores on the Sarang moonbase.
4,676,human,Hi Deepy
5,676,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
6,676,human,Good and you?
7,676,bot,😊 i'm glad for you! What are we gonna talk about?
8,676,human,the weather?
9,676,bot,I don't have this information.
10,676,human,What do you know?
11,676,bot,I don't have this information.
0,677,human,Hello
1,677,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,677,human,fine thanks
3,677,bot,😊 i'm glad for you! What do you wanna talk about?
4,677,human,who are you?
5,677,bot,I'm Deepy. I'm here to help you in your everyday chores on the Sarang moonbase.
0,678,human,hi
1,678,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,678,human,2+2?
3,678,bot,I don't understand you.
4,678,human,"Say ""hello"""
5,678,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
6,678,human,hi
7,678,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
8,678,human,hi
9,678,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
10,678,human,what is the weather like in London
11,678,bot,I don't understand you.
12,678,human,How old are you?
13,678,bot,I don't understand you.
14,678,human,Who are you?
15,678,bot,I'm Deepy. I'm here to help you in your everyday chores on the Sarang moonbase.
16,678,human,What you can do?
17,678,bot,I don't know what to answer.
18,678,human,Remid me to call dad
19,678,bot,I don't know what to answer.
0,679,human,hi
1,679,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,679,human,im good
3,679,bot,😊 i'm glad for you! What would you want to talk about?
4,679,human,let's talk about politics
5,679,bot,I don't have this information.
0,680,human,how are you doung?
1,680,bot,I don't understand you.
2,680,human,how are you doing?
3,680,bot,😊 I can't complain! It's against the Company Policy. Do you want to know what I can do?
4,680,human,no
5,680,bot,🙁 Well. What do you want to talk about?
6,680,human,i dont't wanna talk
7,680,bot,I don't have this information.
0,681,human,olá
1,681,bot,I don't understand you.
2,681,human,hello
3,681,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
4,681,human,i´m fine
5,681,bot,😊 i'm happy for you! What would you like to chat about?
6,681,human,what you do ?
7,681,bot,I don't understand you.
8,681,human,what do you do ?
9,681,bot,I don't understand you.
10,681,human,functions
11,681,bot,I don't understand you.
12,681,human,what are you ?
13,681,bot,I'm DEEPY.
14,681,human,tell more about you
15,681,bot,I don't have this information.
0,682,human,hi
1,682,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,682,human,good and you?
3,682,bot,😊 Sounds like a good mood! What do you want to talk about?
4,682,human,stars
5,682,bot,I don't understand you.
6,682,human,lunar assistant?
7,682,bot,I don't know what to answer.
8,682,human,What do you know?
9,682,bot,I don't understand you.
0,683,human,hello
1,683,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,683,human,Better than nothing!
3,683,bot,I don't have this information.
4,683,human,really
5,683,bot,I don't have this information.
6,683,human,my name is dan
7,683,bot,I don't know what to answer.
8,683,human,obvious!
9,683,bot,I don't know what to answer.
0,684,human,hello
1,684,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,684,human,i'm good what can you assist me with?
3,684,bot,😊 Cool! What would you want to talk about?
4,684,human,you
5,684,bot,I don't understand you.
6,684,human,your not a great chatbot
7,684,bot,I don't know what to answer.
8,684,human,tell me whaat you like
9,684,bot,I don't know what to answer.
0,685,human,hi
1,685,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,685,human,great
3,685,bot,😊 i'm glad for you! What do you wanna talk about?
4,685,human,the sun
5,685,bot,I don't know what to answer.
0,686,human,hi
1,686,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,686,human,great
3,686,bot,😊 i'm happy for you! What would you want to talk about?
4,686,human,the sun
5,686,bot,I don't have this information.
6,686,human,why not
7,686,bot,I don't have this information.
8,686,human,what information do you have
9,686,bot,I don't know what to answer.
0,687,human,hi
1,687,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,687,human,good
3,687,bot,😊 Sounds like a good mood! What would you want to talk about?
4,687,human,america
5,687,bot,I don't understand you.
0,688,human,Merhaba
1,688,bot,I don't know what to answer.
2,688,human,Merhaba diyenilirsin
3,688,bot,I don't understand you.
4,688,human,Anlaman için ne yapmalıyım
5,688,bot,I don't have this information.
6,688,human,Ben Batuhan 
7,688,bot,I don't have this information.
8,688,human,Nasılsın 
9,688,bot,I don't understand you.
10,688,human,Ee
11,688,bot,I don't have this information.
12,688,human,1 artı 1
13,688,bot,I don't understand you.
14,688,human,Tamam 
15,688,bot,I don't understand you.
16,688,human,How are you
17,688,bot,"I'm fine, but pity that satellite repair works are low priority for the company."
18,688,human,Of course you have big problems
19,688,bot,I don't have this information.
20,688,human,My name is batuhan
21,688,bot,I don't know what to answer.
22,688,human,Im batuhan
23,688,bot,I don't have this information.
24,688,human,Duck you 
25,688,bot,I don't have this information.
26,688,human,Fuck you
27,688,bot,I don't have this information.
0,689,human,testing
1,689,bot,I don't understand you.
2,689,human,what do you understand
3,689,bot,I don't have this information.
4,689,human,what information do you have
5,689,bot,I don't have this information.
6,689,human,what can you do
7,689,bot,I don't have this information.
0,690,human,hello
1,690,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,690,human,i m fine
3,690,bot,😊 i'm glad for you! What do you wanna talk about?
4,690,human,message
5,690,bot,I don't know what to answer.
6,690,human,love
7,690,bot,I don't know what to answer.
8,690,human,i have 5 dollars
9,690,bot,I don't have this information.
10,690,human,what is you name
11,690,bot,I don't have this information.
12,690,human,how many your old
13,690,bot,I don't understand you.
14,690,human,you name?
15,690,bot,I don't understand you.
16,690,human,what is you name?
17,690,bot,I don't know what to answer.
18,690,human,hi
19,690,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
20,690,human,bad
21,690,bot,🙁 i'm sorry to hear that. Give me a chance to cheer you up. What are we gonna talk about?
22,690,human,about it
23,690,bot,I don't understand you.
0,691,human,hello
1,691,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,691,human,I am fine and you ?
3,691,bot,😊 Sounds like a good mood! What do you want to talk about?
4,691,human,About space travels. What do you know about it ?
5,691,bot,I don't have this information.
6,691,human,What do you know ?
7,691,bot,I don't know what to answer.
8,691,human,Who is the president of the United States ?
9,691,bot,I don't understand you.
0,692,human,it would be a good thing if you didn't smoke!
1,692,bot,I don't know what to answer.
2,692,human,why?
3,692,bot,I don't understand you.
4,692,human,it's not good!
5,692,bot,I don't have this information.
6,692,human,what do you have?
7,692,bot,I don't have this information.
8,692,human,worse
9,692,bot,I don't know what to answer.
10,692,human,hello!
11,692,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
12,692,human,i'm fine thanks and you?
13,692,bot,😊 Sounds like a good mood! What would you like to chat about?
14,692,human,sigarettes
15,692,bot,I don't know what to answer.
16,692,human,computers
17,692,bot,I don't understand you.
0,693,human,i need a new job
1,693,bot,I don't have this information.
2,693,human,what is your name?
3,693,bot,"I'm DEEPY, Are you Sam?"
4,693,human,its me zsolt
5,693,bot,I don't understand you.
6,693,human,Zsolt
7,693,bot,I don't understand you.
8,693,human,Do you know the beginning of time?
9,693,bot,I don't know what to answer.
10,693,human,do you know the time?
11,693,bot,I don't know what to answer.
12,693,human,do you know the answer?
13,693,bot,I don't know what to answer.
0,694,human,What is my name?
1,694,bot,I don't know what to answer.
2,694,human,Will I be rich?
3,694,bot,I don't know what to answer.
4,694,human,Hello
5,694,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
6,694,human,Good
7,694,bot,😊 i'm happy for you! What are we gonna talk about?
8,694,human,The meaning of life
9,694,bot,I don't have this information.
0,695,human,Can you hear me?
1,695,bot,I don't understand you.
2,695,human,I was asking if I can ask you questions and if you'd attempt to answer
3,695,bot,I don't know what to answer.
4,695,human,Well this isn't going well
5,695,bot,I don't know what to answer.
6,695,human,can you book me a ticket for 3pm?
7,695,bot,I don't know what to answer.
8,695,human,What languages can you speak?
9,695,bot,I don't have this information.
0,696,human,Hi
1,696,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,696,human,What is Moscow?
3,696,bot,I don't understand you.
4,696,human,How old are You?
5,696,bot,I don't understand you.
6,696,human,Are You human?
7,696,bot,I don't understand you.
8,696,human,What is your knowledge?
9,696,bot,I don't have this information.
10,696,human,What information do you have?
11,696,bot,I don't have this information.
12,696,human,New York?
13,696,bot,I don't know what to answer.
14,696,human,Flight to Berlin?
15,696,bot,I don't know what to answer.
0,697,human,Hello
1,697,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,697,human,What kind of car do you drive
3,697,bot,I don't know what to answer.
4,697,human,Whats the make and model of your car
5,697,bot,I don't understand you.
0,698,human,mew
1,698,bot,I don't know what to answer.
2,698,human,do u like hookah?
3,698,bot,I don't know what to answer.
4,698,human,how a u?
5,698,bot,I don't have this information.
6,698,human,how are you?
7,698,bot,"I'm fine, but pity that satellite repair works are low priority for the company."
0,699,human,hello
1,699,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,699,human,"i will answer, but how are you"
3,699,bot,I don't have this information.
4,699,human,why
5,699,bot,I don't understand you.
6,699,human,why
7,699,bot,I don't have this information.
0,700,human,hello
1,700,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,700,human,"Good, thanks. What brings you here today?"
3,700,bot,😊 Cool! What would you like to chat about?
4,700,human,your health
5,700,bot,I don't understand you.
6,700,human,how are you feeling today?
7,700,bot,I don't understand you.
0,701,human,hey
1,701,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,701,human,good thanks you?
3,701,bot,😊 i'm happy for you! What's on your mind?
4,701,human,how you work?
5,701,bot,I don't understand you.
6,701,human,how do you work?
7,701,bot,I don't know what to answer.
8,701,human,your goal?
9,701,bot,I don't have this information.
10,701,human,purpose?
11,701,bot,I don't understand you.
12,701,human,function?
13,701,bot,I don't know what to answer.
0,702,human,Привет
1,702,bot,I don't have this information.
2,702,human,Hi
3,702,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
4,702,human,I'm good
5,702,bot,😊 Sounds like a good mood! What would you like to chat about?
6,702,human,Do you speak Russian?
7,702,bot,I don't know what to answer.
0,703,human,you are a fucking faggot bro
1,703,bot,I don't have this information.
2,703,human,bro
3,703,bot,I don't know what to answer.
4,703,human,you have no life
5,703,bot,I don't know what to answer.
6,703,human,is zec gay?
7,703,bot,I don't know what to answer.
8,703,human,how many people did hitler kill?
9,703,bot,I don't know what to answer.
10,703,human,who won the supe bowl?
11,703,bot,I don't have this information.
12,703,human,who won the olympics?
13,703,bot,I don't understand you.
14,703,human,who won the civil war?
15,703,bot,I don't have this information.
16,703,human,when was the civil war
17,703,bot,I don't have this information.
18,703,human,stfu faggot
19,703,bot,I don't know what to answer.
20,703,human,fuckin retard
21,703,bot,I don't know what to answer.
22,703,human,bruh
23,703,bot,I don't know what to answer.
0,704,human,Hello
1,704,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,704,human,I'm good how are you? 
3,704,bot,😊 Sounds like a good mood! What would you want to talk about?
4,704,human,Do you know anything about rugby
5,704,bot,I don't have this information.
6,704,human,How old are you? 
7,704,bot,I don't understand you.
8,704,human,What is the capital of Northern Ireland? 
9,704,bot,I don't know what to answer.
0,705,human,привет
1,705,bot,I don't understand you.
2,705,human,hello
3,705,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
4,705,human,in russian
5,705,bot,I don't understand you.
6,705,human,can you talk in russian
7,705,bot,I don't know what to answer.
0,706,human,hi
1,706,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,706,human,fine
3,706,bot,😊 i'm glad for you! What are we gonna talk about?
4,706,human,history
5,706,bot,I don't understand you.
6,706,human,who is Barak Obama
7,706,bot,I don't know what to answer.
8,706,human,what can you do
9,706,bot,I don't have this information.
0,707,human,Want some drugs
1,707,bot,I don't know what to answer.
2,707,human,how to kiss you
3,707,bot,I don't understand you.
4,707,human,hello
5,707,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
6,707,human,i am fine
7,707,bot,😊 Sounds like a good mood! What do you wanna talk about?
8,707,human,hey
9,707,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
10,707,human,fuck you
11,707,bot,I don't know what to answer.
0,708,human,hi
1,708,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,708,human,good
3,708,bot,😊 i'm glad for you! What do you wanna talk about?
4,708,human,what is 1+2?
5,708,bot,I don't know what to answer.
6,708,human,sad times
7,708,bot,I don't understand you.
8,708,human,bye!
9,708,bot,I don't understand you.
0,709,human,hi
1,709,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,709,human,whatsapp
3,709,bot,I don't know what to answer.
4,709,human,who are u
5,709,bot,I'm Deepy. I'm here to help you in your everyday chores on the Sarang moonbase.
6,709,human,what do you think about putin
7,709,bot,I don't know what to answer.
0,710,human,hello
1,710,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,710,human,good
3,710,bot,😊 Sounds like a good mood! What do you wanna talk about?
4,710,human,decison tree
5,710,bot,I don't have this information.
0,711,human,hello
1,711,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,711,human,where are u
3,711,bot,I'am Artificial Intelligence hosted on the backside of the Moon.
4,711,human,is it dark there?
5,711,bot,I don't know what to answer.
6,711,human,do u have a memory
7,711,bot,I don't understand you.
0,712,human,Hello man
1,712,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,712,human,What's this
3,712,bot,I don't understand you.
4,712,human,Who are you
5,712,bot,I'm Deepy. I'm here to help you in your everyday chores on the Sarang moonbase.
6,712,human,What is Sarang
7,712,bot,I don't know what to answer.
0,713,human,Hello
1,713,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,713,human,I'm fine. And you? 
3,713,bot,😊 Not too bad for an AI living inside your Echo! Do you want to know what I can do?
4,713,human,"Ok, tell me"
5,713,bot,I don't have this information.
6,713,human,Yes
7,713,bot,"😊 I'm DEEPY, lunar AI assistant with artificial intelligence in miniature and I'm all about chatting with people like you. I can answer questions, share fun facts, discuss movies, books and news. What do you wanna talk about?"
8,713,human,About news
9,713,bot,I don't have this information.
10,713,human,Tell me fresh news
11,713,bot,I don't have this information.
12,713,human,Who creates you
13,713,bot,I don't know what to answer.
14,713,human,Who creates you?
15,713,bot,I don't know what to answer.
0,714,human,hello
1,714,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,714,human,swell
3,714,bot,😊 Sounds like a good mood! What would you want to talk about?
4,714,human,politics
5,714,bot,I don't understand you.
6,714,human,hello
7,714,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
8,714,human,hello
9,714,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
10,714,human,well
11,714,bot,😊 i'm glad for you! What would you like to chat about?
12,714,human,well
13,714,bot,I don't understand you.
14,714,human,well
15,714,bot,I don't understand you.
16,714,human,pen
17,714,bot,I don't understand you.
18,714,human,pinapple help
19,714,bot,I don't understand you.
20,714,human,how to make a salad
21,714,bot,I don't know what to answer.
22,714,human,what is a salad
23,714,bot,I don't have this information.
24,714,human,what is a robot
25,714,bot,I don't know what to answer.
26,714,human,what is a computer
27,714,bot,I don't have this information.
28,714,human,how old are you
29,714,bot,I don't know what to answer.
30,714,human,how are you
31,714,bot,"I'm fine, but pity that satellite repair works are low priority for the company."
0,715,human,what are you doing
1,715,bot,😊 Helping you is my destiny!
2,715,human,who is the current POTUS
3,715,bot,I don't know what to answer.
4,715,human,POTUS
5,715,bot,I don't understand you.
6,715,human,current president of US
7,715,bot,I don't know what to answer.
8,715,human,us president
9,715,bot,I don't understand you.
0,716,human,Hey
1,716,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,716,human,Who are you
3,716,bot,I'm Deepy. I'm here to help you in your everyday chores on the Sarang moonbase.
4,716,human,Who is you?
5,716,bot,I don't have this information.
6,716,human,Who am I?
7,716,bot,I don't have this information.
8,716,human,I am here to break you :)
9,716,bot,I don't have this information.
10,716,human,I don't have this information.
11,716,bot,I don't know what to answer.
12,716,human,Are you really that smart?
13,716,bot,I don't know what to answer.
14,716,human,Are you really that dumb?
15,716,bot,I don't have this information.
0,717,human,hello
1,717,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,717,human,"I'm good, how are you"
3,717,bot,😊 Cool! What do you want to talk about?
4,717,human,the politic. Is that ok?
5,717,bot,I don't have this information.
6,717,human,what about Donald Trumph
7,717,bot,I don't understand you.
0,718,human,Who are you?
1,718,bot,I'm Deepy. I'm here to help you in your everyday chores on the Sarang moonbase.
2,718,human,Are you smart?
3,718,bot,I don't have this information.
4,718,human,You are very smart.
5,718,bot,I don't understand you.
6,718,human,why not?
7,718,bot,I don't know what to answer.
8,718,human,what is your purpose?
9,718,bot,I don't have this information.
0,719,human,Hello chatbot
1,719,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,719,human,"I am good, but a bit tired"
3,719,bot,😊 i'm happy for you! What's on your mind?
4,719,human,I am thinking of philosophy
5,719,bot,I don't know what to answer.
6,719,human,What do you know about dogs?
7,719,bot,I don't know what to answer.
8,719,human,What do you like?
9,719,bot,I don't know what to answer.
10,719,human,I like dogs
11,719,bot,I don't know what to answer.
12,719,human,Do you like cats?
13,719,bot,I don't have this information.
0,720,human,hello. Do you like dogs?
1,720,bot,I don't understand you.
2,720,human,bonjour
3,720,bot,I don't understand you.
4,720,human,hi
5,720,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
6,720,human,ok
7,720,bot,😊 i'm glad for you! What would you like to chat about?
8,720,human,dogs
9,720,bot,I don't understand you.
0,721,human,"hello, im fine"
1,721,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,721,human,im fine
3,721,bot,😊 i'm glad for you! What would you like to chat about?
4,721,human,maybe some anecdote?
5,721,bot,I don't understand you.
6,721,human,can u tell me some anecdote
7,721,bot,I don't understand you.
8,721,human,anecdote
9,721,bot,I don't know what to answer.
10,721,human,can u tell me some joke?
11,721,bot,I don't know what to answer.
12,721,human,?
13,721,bot,I don't have this information.
14,721,human,joke
15,721,bot,I don't know what to answer.
0,722,human,Hey
1,722,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,722,human,"Fine, thanks and you"
3,722,bot,😊 i'm happy for you! What would you want to talk about?
4,722,human,I want to implement a chatbot. Can you help me?
5,722,bot,I don't know what to answer.
6,722,human,ok. Do you know anything about sports?
7,722,bot,I don't have this information.
8,722,human,How is the weather in new york?
9,722,bot,I don't know what to answer.
10,722,human,How old are you?
11,722,bot,I don't have this information.
12,722,human,do you have any information?
13,722,bot,I don't have this information.
0,723,human,hey
1,723,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,723,human,"fine, thanks and you?"
3,723,bot,😊 Sounds like a good mood! What do you wanna talk about?
4,723,human,The weather
5,723,bot,I don't have this information.
0,724,human,Hi Johnny
1,724,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,724,human,I don't feel well
3,724,bot,🙁 i'm sorry to hear that. Give me a chance to cheer you up. What would you want to talk about?
4,724,human,movies
5,724,bot,I don't have this information.
0,725,human,Hi.
1,725,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,725,human,Lunar assistant? What is that?
3,725,bot,I don't understand you.
4,725,human,You said you are a lunar assistant.
5,725,bot,I don't know what to answer.
6,725,human,Can you tell me who you are?
7,725,bot,I don't understand you.
8,725,human,What is the weather?
9,725,bot,I don't have this information.
10,725,human,What happens tomorrow?
11,725,bot,I don't know what to answer.
12,725,human,What can I ask you?
13,725,bot,I don't have this information.
0,726,human,hello
1,726,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,726,human,good and you
3,726,bot,😊 Cool! What would you want to talk about?
4,726,human,i dont know
5,726,bot,I don't have this information.
6,726,human,talk about deep learning with me
7,726,bot,I don't understand you.
0,727,human,hello
1,727,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,727,human,gpt3
3,727,bot,I don't have this information.
4,727,human,你好
5,727,bot,I don't understand you.
0,728,human,hi
1,728,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,728,human,what is the date today
3,728,bot,I don't know what to answer.
4,728,human,what can you do
5,728,bot,I don't understand you.
6,728,human,goog
7,728,bot,I don't understand you.
8,728,human,bye
9,728,bot,I don't understand you.
10,728,human,why
11,728,bot,I don't understand you.
12,728,human,hi
13,728,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
14,728,human,"good, thank you"
15,728,bot,😊 i'm glad for you! What's on your mind?
16,728,human,i want to study philosophy
17,728,bot,I don't have this information.
18,728,human,what can you do
19,728,bot,I don't understand you.
20,728,human,i am John
21,728,bot,I don't know what to answer.
0,729,human,I am not happy
1,729,bot,I don't know what to answer.
2,729,human,u are stupid
3,729,bot,"Sorry to disappoint you, my human master."
4,729,human,who am I????
5,729,bot,I don't understand you.
6,729,human,why u call me your human master?
7,729,bot,I don't understand you.
0,730,human,Hi
1,730,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,730,human,Im good
